processid	sampleid	recordID	catalognum	fieldnum	institution_storing	collection_code	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	identification_method	identification_reference	tax_note	voucher_status	tissue_type	collection_event_id	collectors	collectiondate_start	collectiondate_end	collectiontime	collection_note	site_code	sampling_protocol	lifestage	sex	reproduction	habitat	associated_specimens	associated_taxa	extrainfo	notes	lat	lon	coord_source	coord_accuracy	elev	depth	elev_accuracy	depth_accuracy	country	province_state	region	sector	exactsite	image_ids	image_urls	media_descriptors	captions	copyright_holders	copyright_years	copyright_licenses	copyright_institutions	photographers
BJNSM700-11	NSMT-DNA8935	1851003	NA	2009.221	National Museum of Nature and Science, Tokyo	NA	BOLD:AAA8100	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	19931	Anas poecilorhyncha	NA	NA	Isao Nishiumi	NA	J. R. Forster, 1781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	NA	S	NA	NA	NA	NA	NA	24.265	123.874	NA	NA	NA	NA	NA	NA	Japan	Okinawa	Okinawa	Taketomi	Iriomotejima I.	NA	NA	NA	NA	NA	NA	NA	NA	NA
BOTW481-07	USNM 622360	551636	USNM:622360	B12751	Smithsonian Institution	NA	BOLD:AAD7995	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	88985	Nomonyx	88986	Nomonyx dominicus	NA	NA	NA	NA	Linnaeus, 1766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	F	NA	NA	NA	NA	Masked Duck	360g	2.12	-59.22	NA	NA	244	NA	NA	NA	Guyana	NA	Parabara Savannah	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
DTNHM10260-24	NHMUK014561227	20733619	NHMUK014561227	NHMUK014561227	Natural History Museum, London	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	52487	Netta	52488	Netta rufina	NA	NA	Michelle O'brien	NA	Pallas, 1773	NA	NA	NA	NA	Dr Michelle O'Brien, Ms Rosa Lopez	NA	NA	NA	NA	NA	NA	adult	M	NA	NA	NA	NA	NA	NA	51.667	-4.121	NA	NA	NA	NA	NA	NA	United Kingdom	NA	NA	NA	Llanelli WWT, Llwynhendy, Llanelli SA14 9SH	NA	NA	NA	NA	NA	NA	NA	NA	NA
DTNHM10261-24	NHMUK014561239	20733620	NHMUK014561239	NHMUK014561239	Natural History Museum, London	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3211	Aythya	10083	Aythya marila	NA	NA	Michelle O'brien	NA	Linnaeus, 1761	NA	NA	NA	NA	Dr Michelle O'Brien, Ms Rosa Lopez	NA	NA	NA	NA	NA	NA	adult	M	NA	NA	NA	NA	NA	NA	51.74	-2.405	NA	NA	NA	NA	NA	NA	United Kingdom	England	Gloucestershire	NA	Slimbridge, WWT Slimbridge	NA	NA	NA	NA	NA	NA	NA	NA	NA
DTNHM10269-24	NHMUK014561228	20733628	NHMUK014561228	NHMUK014561228	Natural History Museum, London	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3211	Aythya	10083	Aythya marila	NA	NA	Michelle O'brien	NA	Linnaeus, 1761	NA	NA	NA	NA	Dr Michelle O'Brien, Ms Rosa Lopez	NA	NA	NA	NA	NA	NA	adult	F	NA	NA	NA	NA	NA	NA	51.74	-2.405	NA	NA	NA	NA	NA	NA	United Kingdom	England	Gloucestershire	NA	Slimbridge, WWT Slimbridge	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBIR10914-19	MH635643	9769856	12880	NA	Mined from GenBank, NCBI	NA	BOLD:AAA8100	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	NA	NA	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-43.8277	170.69	Coordinates from country centroid	NA	NA	NA	NA	NA	New Zealand	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBIR12883-19	MH676086	10808857	OMNH<USA-OK>:23166	NA	Mined from GenBank, NCBI	NA	BOLD:ACF5624	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	17391	Branta canadensis	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	United States	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBIR12886-19	MK129189	10808860	personal:Chevonne Reynolds:BAR1568B1	NA	Mined from GenBank, NCBI	NA	BOLD:AAA8100	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	112858	Anas undulata	NA	NA	NA	NA	C. F. Dubois, 1839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-26.58	25.58	NA	NA	NA	NA	NA	NA	South Africa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBIR1639-09	FJ808630	1117099	FJ808630	NA	Mined from GenBank, NCBI	NA	BOLD:AAD2396	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	7405	Cairina	10111	Cairina moschata	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	Dong-hun Lee	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	South Korea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBIR3073-12	JN850728	2940935	NA	JN850728	Mined from GenBank, NCBI	NA	BOLD:AAA8100	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	12104	Anas platyrhynchos	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Probosciger aterrimus	38.8208	-96.3316	Coordinates from country centroid	NA	NA	NA	NA	NA	United States	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBIR3548-13	JN703198	3585909	JN703198	JN703198	Mined from GenBank, NCBI	NA	BOLD:ABZ2942	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	751421	Mareca	809071	Mareca penelope	NA	NA	NA	NA	(Linnaeus, 1758)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.4024	127.762	Coordinates from country centroid	NA	NA	NA	NA	NA	South Korea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBIR3585-13	JN788905	3586843	JN788905	JN788905	Mined from GenBank, NCBI	NA	BOLD:AAB6382	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	857230	Spatula	857231	Spatula clypeata	NA	NA	NA	NA	(Linnaeus, 1758)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBIR485-07	EF515735	651462	EF515735	NA	Mined from GenBank, NCBI	NA	BOLD:AAB5009	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	12142	Anas acuta	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	South Korea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBIR5320-13	KC439303	3659830	KC439303	KC439303	Mined from GenBank, NCBI	NA	BOLD:AAE5957	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	19934	Anas crecca	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.5863	81.173	Coordinates from country centroid	NA	NA	NA	NA	NA	India	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBIR6308-15	KT075276	6169405	USNM:Birds:649706	KT075276	Mined from GenBank, NCBI	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	857230	Spatula	857231	Spatula clypeata	NA	NA	NA	NA	(Linnaeus, 1758)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	taxon:75838	NA	48.5175	-101.737	NA	NA	NA	NA	NA	NA	United States	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBIR6309-15	KT075277	6169406	USNM:Birds:649707	KT075277	Mined from GenBank, NCBI	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	857230	Spatula	857233	Spatula discors	NA	NA	NA	NA	(Linnaeus, 1766)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	taxon:75842	NA	48.8428	-102.609	NA	NA	NA	NA	NA	NA	United States	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBIR6310-15	KJ637997	6169407	NA	KJ637997	Mined from GenBank, NCBI	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	12104	Anas platyrhynchos	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	taxon:8839	breed: Linwu duck	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBIR6313-15	KJ778676	6169410	NA	KJ778676	Mined from GenBank, NCBI	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	12104	Anas platyrhynchos	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	taxon:8839	breed: You Xian	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBIR6322-15	KP881611	6169419	NA	KP881611	Mined from GenBank, NCBI	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3191	Anser	95482	Anser cygnoides	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	taxon:8845	breed: Yougiang	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBIR6327-15	KF800698	6169424	NA	KF800698	Mined from GenBank, NCBI	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3205	Cygnus	17365	Cygnus columbianus	NA	NA	NA	NA	Ord, 1815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	taxon:1450144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBIR9376-19	KT151709	9766778	NA	NA	Mined from GenBank, NCBI	NA	BOLD:AAA8100	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	112852	Anas luzonica	NA	NA	NA	NA	Fraser, 1839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.5865	121.822	Coordinates from country centroid	NA	NA	NA	NA	NA	Philippines	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBMIN133773-17	KT151690	8494696	NA	KT151690	Mined from GenBank, NCBI	NA	BOLD:AAA8100	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	NA	NA	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.5865	121.822	Coordinates from country centroid	NA	NA	NA	NA	NA	Philippines	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBMIN133788-17	KT151710	8494711	NA	KT151710	Mined from GenBank, NCBI	NA	BOLD:AAA8100	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	NA	NA	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.5865	121.822	Coordinates from country centroid	NA	NA	NA	NA	NA	Philippines	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBMNA11175-19	KT345702	9628173	NA	KT345702	Mined from GenBank, NCBI	NA	BOLD:AAB6382	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	857230	Spatula	857231	Spatula clypeata	NA	NA	NA	NA	(Linnaeus, 1758)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBMNA11183-19	AF090337	9628181	NA	AF090337	Mined from GenBank, NCBI	NA	BOLD:ACE3916	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3211	Aythya	10081	Aythya americana	NA	NA	NA	NA	Eyton, 1838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBMNA11184-19	DQ019124	9628182	NA	DQ019124	Mined from GenBank, NCBI	NA	BOLD:ACF5624	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	17391	Branta canadensis	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBMNE88443-22	ON387720	16605030	S3	NA	Mined from GenBank, NCBI	NA	BOLD:AAB9508	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3235	Anas	19934	Anas crecca	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	India	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA1013-07	172120174 2006	629330	NA	172120174 2006	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	12260	Branta hutchinsii	NA	NA	NA	NA	Richardson, 1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I	NA	NA	NA	NA	NA	Harvest survey; Canada Goose	NA	50.34	-100.4	NA	NA	NA	NA	NA	NA	Canada	Manitoba	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA1021-07	172120194 2005	629338	NA	172120194 2005	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	12260	Branta hutchinsii	NA	NA	NA	NA	Richardson, 1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I	NA	NA	NA	NA	NA	Harvest survey; Canada Goose	NA	49.53	-97.33	NA	NA	NA	NA	NA	NA	Canada	Manitoba	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA1052-07	172120653 2004	629369	NA	172120653 2004	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	12260	Branta hutchinsii	NA	NA	NA	NA	Richardson, 1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	NA	NA	NA	NA	NA	Harvest survey; Canada Goose	NA	49.3	-100.09	NA	NA	NA	NA	NA	NA	Canada	Manitoba	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA1060-07	172120662 2004	629377	NA	172120662 2004	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	17391	Branta canadensis	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I	NA	NA	NA	NA	NA	Harvest survey; Canada Goose	NA	51.43	-99.02	NA	NA	NA	NA	NA	NA	Canada	Manitoba	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA1120-07	172110756	629437	NA	172110756	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	17391	Branta canadensis	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	NA	NA	NA	NA	NA	Harvest survey; Cackling Goose	NA	49.56	-102.55	NA	NA	NA	NA	NA	NA	Canada	Saskatchewan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA1139-07	172120085 2006	629456	NA	172120085 2006	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	12260	Branta hutchinsii	NA	NA	NA	NA	Richardson, 1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Harvest survey; Canada Goose	NA	51.55	-106.19	NA	NA	NA	NA	NA	NA	Canada	Saskatchewan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA1193-07	172120622 2004	629510	NA	172120622 2004	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	12260	Branta hutchinsii	NA	NA	NA	NA	Richardson, 1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	NA	NA	NA	NA	NA	Harvest survey; Canada Goose	NA	52.16	-106.14	NA	NA	NA	NA	NA	NA	Canada	Saskatchewan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA1224-07	172120717 2004	629541	NA	172120717 2004	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	12260	Branta hutchinsii	NA	NA	NA	NA	Richardson, 1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	NA	NA	NA	NA	NA	Harvest survey; Canada Goose	NA	53.27	-109.34	NA	NA	NA	NA	NA	NA	Canada	Saskatchewan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA1237-07	172211791 2003	629554	NA	172211791 2003	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	17391	Branta canadensis	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	NA	NA	NA	NA	NA	Harvest survey; Canada Goose	NA	52.24	-104.52	NA	NA	NA	NA	NA	NA	Canada	Saskatchewan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA1311-07	9999-00161	675307	NA	9999-00161	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	12260	Branta hutchinsii	NA	NA	NA	NA	Richardson, 1832	NA	NA	NA	NA	Rick Wilson, Shorebird crew	NA	NA	NA	NA	NA	NA	A	NA	NA	NA	NA	NA	Breeding site; Cackling Goose	NA	69.36	-134.999	NA	NA	NA	NA	NA	NA	Canada	Northwest Territories	Mackenzie Delta	Fish Island	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA168-05	0998-58553	77651	NA	0998-58553	Canadian Wildlife Service	NA	BOLD:ACF5624	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	17391	Branta canadensis	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	Michel Gendron	NA	NA	NA	NA	NA	NA	I	M	NA	NA	NA	NA	Breeding Site; Canada Goose	NA	53.196	-81.6034	NA	NA	NA	NA	NA	NA	Canada	Nunavut	Akimiski Island	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA242-06	0978-18108	332878	NA	0978-18108	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	17391	Branta canadensis	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	F	NA	NA	NA	NA	Breeding site; Canada Goose	Banded during spring migration; presumed North Atlantic CAGO population	46.325	-63.425	NA	NA	NA	NA	NA	NA	Canada	Prince Edward Island	NA	Pager Field Malpeque	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA261-06	0978-18148	332897	NA	0978-18148	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	17391	Branta canadensis	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	F	NA	NA	NA	NA	Breeding site; Canada Goose	Banded during spring migration; presumed North Atlantic CAGO population	46.305	-63.4125	NA	NA	NA	NA	NA	NA	Canada	Prince Edward Island	NA	Potato Field Hamilton	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA323-06	CG18B	332959	NA	CG18B	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	12260	Branta hutchinsii	NA	NA	NA	NA	Richardson, 1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Breeding site; Cackling Goose	NA	62.5207	-82.295	NA	NA	NA	NA	NA	NA	Canada	Nunavut	NA	Coats Island	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA398-06	172120154 2005	333034	NA	172120154 2005	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	12260	Branta hutchinsii	NA	NA	NA	NA	Richardson, 1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I	NA	NA	NA	NA	NA	Harvest survey; Cackling Goose	NA	51.35	-110.48	NA	NA	NA	NA	NA	NA	Canada	Alberta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA454-06	172120503 2004	333090	NA	172120503 2004	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	17391	Branta canadensis	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	NA	NA	NA	NA	NA	Harvest survey; Cackling Goose	NA	53.05	-105.15	NA	NA	NA	NA	NA	NA	Canada	Saskatchewan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA456-06	172120510 2004	333092	NA	172120510 2004	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	12260	Branta hutchinsii	NA	NA	NA	NA	Richardson, 1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	NA	NA	NA	NA	NA	Harvest survey; Cackling Goose	NA	52.19	-106.03	NA	NA	NA	NA	NA	NA	Canada	Saskatchewan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA511-06	172221049 2005	333147	NA	172221049 2005	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	NA	NA	NA	NA	NA	NA	Scopoli, 1769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I	NA	NA	NA	NA	NA	Harvest survey; Canada Goose	NA	55.23	-119.33	NA	NA	NA	NA	NA	NA	Canada	Alberta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA562-06	172222174 2005	333198	NA	172222174 2005	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	17391	Branta canadensis	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	NA	NA	NA	NA	NA	Harvest survey; Canada Goose	NA	49.53	-97.16	NA	NA	NA	NA	NA	NA	Canada	Manitoba	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA638-07	172110115	628955	NA	172110115	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	12260	Branta hutchinsii	NA	NA	NA	NA	Richardson, 1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I	NA	NA	NA	NA	NA	Harvest survey; Cackling Goose	NA	52.14	-113.01	NA	NA	NA	NA	NA	NA	Canada	Alberta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA710-07	172221692 2005	629027	NA	172221692 2005	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	17391	Branta canadensis	NA	NA	NA	NA	Linnaeus, 1758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I	NA	NA	NA	NA	NA	Harvest survey; Canada Goose	NA	50.19	-119.16	NA	NA	NA	NA	NA	NA	Canada	British Columbia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA805-07	172120234 2005	629122	NA	172120234 2005	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	12260	Branta hutchinsii	NA	NA	NA	NA	Richardson, 1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I	NA	NA	NA	NA	NA	Harvest survey; Canada Goose	NA	57.1	-117.13	NA	NA	NA	NA	NA	NA	Canada	Alberta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GBNA909-07	172120253 2005	629226	NA	172120253 2005	Canadian Wildlife Service	NA	NA	18	Chordata	51	Aves	305	Anseriformes	1436	Anatidae	NA	NA	3183	Branta	12260	Branta hutchinsii	NA	NA	NA	NA	Richardson, 1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	I	NA	NA	NA	NA	NA	Harvest survey; Canada Goose	NA	54.03	-124.04	NA	NA	NA	NA	NA	NA	Canada	British Columbia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
